City,SaleDate,Price,PricePerSqFt,Acres,Yr,Area,TBr,Bathrooms
DES MOINES,08/26/2006,121000,83.16,0.422,1935,1455,3,1
DES MOINES,06/30/2014,65630,70.72,0.173,2002,928,3,1
DES MOINES,02/26/2003,108900,117.35,0.173,2002,928,3,1
DES MOINES,08/07/2002,10000,,0.173,,,,0
DES MOINES,06/30/2006,116000,125,0.173,2002,928,3,1
DES MOINES,09/24/2008,126000,135.78,0.173,2002,928,3,1
DES MOINES,01/29/2003,89000,92.42,0.164,1940,963,2,1
DES MOINES,11/21/2002,35000,36.34,0.164,1940,963,2,1
DES MOINES,10/06/2005,123500,133.66,0.177,1965,924,3,1
DES MOINES,02/01/2008,104000,112.55,0.177,1965,924,3,1
DES MOINES,03/24/1997,73000,79,0.177,1965,924,3,1
DES MOINES,10/31/1988,48000,,,,,,0
DES MOINES,11/07/2005,64900,74.77,0.13,1922,868,2,1
DES MOINES,06/30/1994,38900,44.82,0.13,1922,868,2,1
DES MOINES,03/27/1991,70000,43.67,0.265,1948,1603,3,2
DES MOINES,08/28/2005,136000,84.84,0.265,1948,1603,3,2
DES MOINES,02/26/2003,92900,75.65,0.206,1951,1228,3,1
DES MOINES,07/07/2008,125000,101.79,0.206,1951,1228,3,1
DES MOINES,04/12/2004,109700,89.33,0.206,1951,1228,3,1
DES MOINES,12/09/2006,140000,73.34,0.373,1947,1909,3,1
DES MOINES,04/18/2000,89230,50.04,0.373,1947,1783,3,1
DES MOINES,05/29/2002,75000,55.15,0.336,1908,1360,2,1
DES MOINES,09/18/1989,39000,28.68,0.336,1908,1360,2,1
DES MOINES,06/01/2006,87000,74.87,0.336,1908,1162,2,1
DES MOINES,05/06/2005,39200,76.56,0.183,1948,512,1,1
DES MOINES,03/19/1997,29500,57.62,0.183,1948,512,1,1
DES MOINES,09/04/1996,10000,19.53,0.183,1948,512,1,1
DES MOINES,09/15/1997,76000,89.31,0.177,1952,851,2,1
DES MOINES,05/18/1987,35000,28.74,0.22,1925,1218,4,1
DES MOINES,09/10/1993,23000,21.78,0.22,1937,1056,2,1
DES MOINES,02/13/1995,42000,39.77,0.22,1937,1056,2,1
DES MOINES,06/02/1994,33000,31.25,0.22,1937,1056,2,1
DES MOINES,05/29/1996,50900,48.2,0.22,1937,1056,2,1
DES MOINES,07/31/2014,89000,115.89,0.166,1950,768,2,1
DES MOINES,05/11/2007,88900,115.76,0.166,1950,768,2,1
DES MOINES,10/10/2002,72000,93.75,0.166,1950,768,2,1
DES MOINES,07/09/1993,25000,20.56,0.183,1912,1216,4,1
DES MOINES,06/22/2001,53000,69.01,0.154,1950,768,2,1
DES MOINES,01/15/2002,89000,115.89,0.154,1950,768,2,1
DES MOINES,02/05/2010,72000,91.14,0.181,1921,790,2,1
DES MOINES,01/07/1998,57000,72.15,0.181,1921,790,2,1
DES MOINES,10/18/2013,78500,99.37,0.181,1921,790,2,1
DES MOINES,07/28/2004,71500,37.09,0.224,1925,1928,4,1
DES MOINES,03/25/2005,130000,67.43,0.224,1925,1928,3,3
DES MOINES,01/17/1991,22190,31.88,0.166,1951,696,2,1
DES MOINES,05/29/1991,21500,30.89,0.166,1951,696,2,1
DES MOINES,02/17/1993,52900,61.23,0.177,1956,864,3,1
DES MOINES,10/06/1989,21970,31.21,0.181,1921,704,2,1
DES MOINES,03/09/1990,33000,46.88,0.181,1921,704,2,1
DES MOINES,11/29/1999,58500,88.1,0.166,1951,664,2,1
DES MOINES,08/05/2014,45100,67.92,0.166,1951,664,2,1
DES MOINES,12/19/2001,85000,110.68,0.156,1950,768,2,1
DES MOINES,10/20/1998,65000,84.64,0.156,1950,768,2,1
DES MOINES,12/23/2003,99900,130.08,0.156,1950,768,2,1
DES MOINES,09/20/1994,56500,73.57,0.156,1950,768,2,1
DES MOINES,10/07/1999,68500,67.89,0.11,1979,1009,3,1
DES MOINES,09/30/2013,91000,90.19,0.125,1979,1009,3,1
DES MOINES,02/05/1993,58900,58.37,0.11,1979,1009,,1
DES MOINES,06/27/2001,78250,77.55,0.125,1979,1009,3,1
DES MOINES,04/13/1993,50000,49.16,0.11,1979,1017,,1
DES MOINES,05/24/1999,57000,56.49,0.11,1979,1009,3,1
DES MOINES,11/01/1991,29980,29.48,0.11,1979,1017,,1
DES MOINES,02/27/2001,65000,64.42,0.125,1980,1009,3,1
DES MOINES,01/22/2004,81900,81.17,0.125,1980,1009,3,1
DES MOINES,04/11/2013,33100,32.8,0.125,1980,1009,3,1
DES MOINES,08/04/1990,42000,41.63,0.11,1980,1009,,1
DES MOINES,01/31/2000,82000,82.49,0.189,1956,994,2,1
DES MOINES,05/02/2013,86500,87.02,0.189,1956,994,3,1
DES MOINES,08/12/1999,38500,41.76,0.22,1956,922,2,1
DES MOINES,11/06/2009,119000,130.48,0.189,1956,912,3,1
DES MOINES,12/06/2010,77500,67.8,0.226,1949,1143,3,1
DES MOINES,05/10/1989,48000,38.52,0.18,1949,1246,3,1
DES MOINES,05/25/1994,68000,54.57,0.18,1949,1246,3,1
DES MOINES,03/25/1998,83500,67.01,0.18,1949,1246,3,1
DES MOINES,10/28/2004,120100,96.39,0.18,1949,1246,3,1
DES MOINES,08/29/2014,80000,67.34,0.183,1950,1188,3,1
DES MOINES,12/24/2001,139900,82.78,0.206,1961,1690,4,2
DES MOINES,05/12/1997,110000,65.09,0.206,1961,1690,4,2
DES MOINES,08/18/2004,114900,71.9,0.196,1951,1598,3,1
DES MOINES,04/15/2000,91900,57.51,0.196,1951,1598,3,1
DES MOINES,04/11/1989,48700,30.48,0.196,1951,1598,3,1
DES MOINES,04/10/1996,79000,49.44,0.196,1951,1598,3,1
DES MOINES,11/21/2014,71600,50.03,0.196,1951,1431,3,1
,10/30/1987,4500,,,,,,0
DES MOINES,09/02/1989,35000,31.03,0.266,1920,1128,2,1
DES MOINES,08/22/1997,63000,55.85,0.266,1920,1128,3,1
DES MOINES,08/28/2013,60000,37.13,0.24,1900,1616,4,1
DES MOINES,03/22/2006,129000,79.83,0.24,1900,1616,4,1
DES MOINES,10/31/1996,60000,38.41,0.24,1900,1562,4,1
DES MOINES,08/16/1995,19000,12.16,0.24,1900,1562,4,1
DES MOINES,09/18/1995,39900,25.54,0.24,1900,1562,4,1
DES MOINES,07/12/1989,33750,21.61,0.24,1900,1562,4,1
DES MOINES,10/14/1988,27510,,,,,,0
DES MOINES,09/23/2004,107000,66.21,0.24,1900,1616,4,1
DES MOINES,01/25/1990,32370,20.72,0.24,1900,1562,4,1
DES MOINES,06/07/2004,51200,32.78,0.24,1900,1562,4,1
DES MOINES,02/12/1999,60000,38.41,0.24,1900,1562,4,1
DES MOINES,12/15/1999,62000,39.69,0.24,1900,1562,4,1
DES MOINES,01/04/1999,68500,75.11,0.2,1955,912,3,1
DES MOINES,03/16/1994,65000,71.27,0.2,1955,912,3,1
DES MOINES,03/11/2014,98000,107.46,0.2,1955,912,3,1
DES MOINES,11/26/2001,85000,93.2,0.2,1955,912,3,1
DES MOINES,07/17/2000,50000,65.1,0.22,1919,768,2,1
DES MOINES,11/29/2000,73000,95.05,0.22,1919,768,2,1
DES MOINES,08/11/2006,102200,105.14,0.233,1948,972,3,1
DES MOINES,04/24/2009,51200,52.67,0.233,1948,972,3,1
DES MOINES,02/10/2008,122000,107.39,0.206,1948,1136,2,1
DES MOINES,04/03/2003,89900,75.36,0.206,1948,1193,2,1
DES MOINES,10/18/2012,39000,43.14,0.22,1924,904,2,1
DES MOINES,10/09/2012,31000,34.29,0.22,1924,904,2,1
DES MOINES,11/10/2004,83000,91.81,0.22,1924,904,2,1
DES MOINES,09/22/1998,57500,43.14,0.22,1921,1333,2,1
DES MOINES,06/09/2008,50000,43.07,0.22,1921,1161,2,1
DES MOINES,07/27/2012,24000,19.03,0.22,1921,1261,2,1
DES MOINES,05/03/2012,18000,14.27,0.22,1921,1261,2,1
DES MOINES,08/25/1998,30000,22.51,0.22,1921,1333,2,1
DES MOINES,10/05/1998,56000,73.3,0.149,1915,764,2,1
DES MOINES,11/06/2002,53490,70.01,0.149,1915,764,2,1
DES MOINES,03/13/2013,28500,27.91,0.149,1912,1021,3,1
DES MOINES,03/31/2003,79860,82.5,0.149,1915,968,3,1
DES MOINES,10/23/1995,44000,45.45,0.149,1915,968,3,1
DES MOINES,07/24/2006,83000,117.9,0.149,1915,704,2,1
DES MOINES,12/20/2013,45050,44.52,0.149,1925,1012,3,1
DES MOINES,03/12/2001,47000,46.44,0.149,1925,1012,3,1
DES MOINES,01/07/2003,80000,79.05,0.149,1925,1012,3,1
DES MOINES,08/18/2004,166000,94.64,0.17,1990,1754,2,3
DES MOINES,07/07/2006,213750,121.86,0.17,1990,1754,2,3
DES MOINES,11/24/2008,155000,88.37,0.17,1990,1754,2,3
DES MOINES,10/02/2013,119900,79.93,0.18,1964,1500,4,2
DES MOINES,12/10/1990,70000,47.36,0.18,1964,1478,4,2
DES MOINES,03/15/2012,89500,98.14,0.224,1956,912,3,2
DES MOINES,02/17/1998,53000,58.11,0.224,1956,912,3,2
DES MOINES,01/23/2004,96500,105.81,0.224,1956,912,3,2
DES MOINES,04/01/1998,53000,58.11,0.224,1956,912,3,2
DES MOINES,06/08/2010,69060,69.83,0.172,1956,989,3,1
DES MOINES,06/09/2009,100000,101.11,0.172,1956,989,3,1
DES MOINES,02/05/1998,83000,47.87,0.243,1955,1734,3,2
DES MOINES,05/26/1992,61900,35.7,0.243,1955,1734,4,2
DES MOINES,05/29/1990,41000,31.93,0.235,1900,1284,2,2
DES MOINES,04/14/1996,68900,53.66,0.235,1900,1284,2,2
DES MOINES,09/16/1987,31000,,,,,,0
DES MOINES,09/25/1994,58250,45.37,0.235,1900,1284,2,2
DES MOINES,02/19/2013,75000,76.92,0.205,1959,975,3,1
DES MOINES,01/15/2002,92000,94.36,0.205,1959,975,3,1
DES MOINES,07/05/1990,53000,54.64,0.205,1959,970,3,1
DES MOINES,07/07/1997,92900,54.01,0.206,1920,1720,3,2
DES MOINES,08/08/2004,118000,115.69,0.263,1953,1020,3,2
DES MOINES,05/17/1997,64900,63.63,0.263,1953,1020,3,2
DES MOINES,10/07/1987,49900,,,,,,0
DES MOINES,12/20/1989,53000,48.62,0.2,1956,1090,3,1
DES MOINES,06/29/2009,110000,111.45,0.187,1957,987,3,1
DES MOINES,04/29/2013,45000,160.71,0.439,1949,280,1,0
DES MOINES,04/29/2013,45000,46.11,0.439,1918,976,2,1
DES MOINES,10/13/2014,109900,392.5,0.439,1949,280,1,0
DES MOINES,10/13/2014,109900,112.6,0.439,1918,976,2,2
DES MOINES,04/26/2013,40000,142.86,0.439,1949,280,1,0
DES MOINES,04/26/2013,40000,40.98,0.439,1918,976,2,1
DES MOINES,07/08/2003,95000,66.95,0.256,1925,1419,4,1
DES MOINES,01/25/1989,39900,49.44,0.256,1925,807,2,1
DES MOINES,07/19/1995,53900,66.79,0.256,1925,807,2,1
DES MOINES,11/26/1996,41000,46.07,0.183,1918,890,2,1
DES MOINES,11/14/1993,19000,21.35,0.183,1918,890,2,1
DES MOINES,07/19/2013,58000,65.17,0.183,1918,890,2,1
DES MOINES,05/21/1999,59000,66.29,0.183,1918,890,2,1
DES MOINES,10/10/2012,18780,21.1,0.183,1918,890,2,1
DES MOINES,07/06/2005,101000,94.22,0.278,1914,1072,2,1
DES MOINES,07/28/1993,26710,24.92,0.278,1914,1072,2,1
DES MOINES,09/13/2002,95000,88.62,0.278,1914,1072,2,1
DES MOINES,05/14/2003,92000,85.82,0.278,1914,1072,2,1
DES MOINES,09/02/2008,85500,69.4,0.217,1890,1232,3,1
DES MOINES,09/08/1989,14000,11.36,0.217,1890,1232,3,1
DES MOINES,04/21/2002,92000,105.14,0.217,1959,875,3,1
DES MOINES,01/29/2001,74000,84.57,0.217,1959,875,3,1
DES MOINES,10/20/2000,76900,76.98,0.183,1957,999,2,2
DES MOINES,09/21/1998,58400,58.46,0.183,1957,999,2,2
DES MOINES,09/15/2008,118000,126.2,0.183,1957,935,3,1
DES MOINES,11/13/2013,135000,111.85,0.448,1918,1207,3,2
DES MOINES,04/03/1991,17500,20.61,0.337,1926,849,2,1
DES MOINES,11/13/2013,165000,,0.969,,,,0
DES MOINES,08/19/1999,65000,34.91,0.431,1906,1862,3,2
DES MOINES,09/12/2005,139000,74.65,0.431,1906,1862,3,2
DES MOINES,06/06/2003,105000,56.39,0.431,1906,1862,3,2
DES MOINES,08/06/2012,40000,27.64,0.248,1908,1447,2,2
DES MOINES,01/23/2012,32000,22.11,0.248,1908,1447,2,2
DES MOINES,11/03/1989,39900,23.25,0.248,1908,1716,2,2
DES MOINES,08/01/1990,46000,26.81,0.248,1908,1716,2,2
DES MOINES,06/26/1987,61900,36.63,0.303,1960,1690,5,3
DES MOINES,12/01/2003,117500,69.53,0.303,1960,1690,5,3
DES MOINES,10/27/2005,150000,88.76,0.303,1960,1690,5,3
DES MOINES,09/03/2005,107500,85.73,0.2,1940,1254,3,1
DES MOINES,02/10/2003,91000,72.57,0.2,1940,1254,3,1
DES MOINES,12/22/1994,50000,51.44,0.101,1978,972,2,2
DES MOINES,05/11/1994,35500,36.52,0.101,1978,972,2,2
DES MOINES,06/23/1992,37500,18.44,,1980,2034,4,4
DES MOINES,05/21/1992,37500,18.44,,1980,2034,4,4
DES MOINES,12/14/1995,82900,79.41,0.146,1980,1044,2,2
,03/10/2010,3000,,0.369,,,,0
DES MOINES,12/22/1994,49000,50.41,0.085,1978,972,2,2
DES MOINES,10/18/1993,42750,43.98,0.085,1978,972,2,2
DES MOINES,06/24/1989,45350,46.66,0.085,1978,972,2,2
DES MOINES,04/13/1987,43000,,,,,,0
DES MOINES,06/23/2009,84800,96.8,0.511,1957,876,3,1
DES MOINES,02/29/2008,126000,127.02,0.236,1957,992,3,1
DES MOINES,05/12/1987,47500,46.94,0.236,1957,1012,3,1
DES MOINES,05/19/2009,110000,110.89,0.236,1957,992,3,1
DES MOINES,02/28/2002,108000,115.38,0.18,1961,936,2,1
DES MOINES,11/18/1998,94000,100.43,0.18,1961,936,2,1
DES MOINES,09/26/2002,117400,125.43,0.18,1961,936,2,1
DES MOINES,09/11/2008,62000,71.76,0.174,1961,864,3,1
DES MOINES,02/04/2009,115000,133.1,0.174,1961,864,3,1
DES MOINES,09/29/2000,89500,103.59,0.174,1961,864,3,1
DES MOINES,07/17/1995,78900,82.88,0.174,1960,952,3,2
DES MOINES,04/23/2002,108000,113.45,0.174,1960,952,3,2
DES MOINES,05/01/1988,59500,62.5,0.174,1960,952,3,2
DES MOINES,06/14/2012,117000,122.9,0.174,1960,952,3,2
DES MOINES,12/05/2005,129000,139.61,0.179,1960,924,3,1
DES MOINES,12/01/1992,57500,62.23,0.179,1960,924,3,1
DES MOINES,10/23/2002,118900,128.68,0.179,1960,924,3,1
DES MOINES,04/26/1994,70000,75.76,0.179,1960,924,3,1
DES MOINES,07/01/1992,69900,64.01,0.208,1960,1092,3,1
DES MOINES,05/21/2001,107900,98.81,0.208,1960,1092,3,1
DES MOINES,06/07/1996,92000,67.5,0.357,1962,1363,3,2
DES MOINES,03/23/2004,103000,116.38,0.174,1965,885,3,2
DES MOINES,04/04/2005,117500,110.85,0.172,1960,1060,3,2
DES MOINES,07/20/2001,115000,117.35,0.172,1964,980,5,2
DES MOINES,12/09/1988,58600,59.8,0.172,1964,980,5,2
DES MOINES,05/14/1987,62400,50,0.172,1962,1248,3,2
DES MOINES,04/28/2006,119200,137.96,0.172,1962,864,2,1
DES MOINES,07/14/1999,67000,77.55,0.172,1962,864,2,1
DES MOINES,12/13/2002,94500,109.38,0.172,1962,864,2,1
DES MOINES,03/20/2003,97000,96.9,0.172,1961,1001,3,1
DES MOINES,09/19/2003,119900,131.47,0.172,1964,912,3,1
DES MOINES,10/26/1991,61500,67.43,0.172,1964,912,3,1
DES MOINES,07/18/1998,86000,94.3,0.172,1964,912,3,1
DES MOINES,07/06/2007,121500,133.22,0.172,1964,912,3,1
DES MOINES,12/03/2008,125500,122.08,0.172,1962,1028,3,2
DES MOINES,04/11/1989,52000,50.58,0.172,1962,1028,3,2
DES MOINES,11/21/2001,103250,100.44,0.172,1962,1028,3,2
DES MOINES,04/13/1989,56500,54.96,0.172,1962,1028,3,2
DES MOINES,03/09/2005,123200,119.84,0.172,1962,1028,3,2
DES MOINES,05/30/2013,129400,125.88,0.168,1962,1028,3,2
DES MOINES,06/08/1988,58000,,,,,,0
DES MOINES,09/08/1989,55500,62.08,0.174,1963,894,3,1
DES MOINES,11/26/1993,70000,78.3,0.174,1963,894,3,1
DES MOINES,11/11/1999,90500,90.68,0.208,1962,998,3,2
DES MOINES,03/22/2012,107000,107.21,0.208,1962,998,3,2
DES MOINES,08/28/2001,102500,102.71,0.208,1962,998,3,2
DES MOINES,07/18/2002,109900,123.48,0.21,1962,890,3,2
DES MOINES,08/30/2012,108000,121.35,0.21,1962,890,3,2
DES MOINES,03/09/1994,75000,84.27,0.21,1962,890,3,2
DES MOINES,09/28/2005,125000,126.77,0.179,1961,986,3,2
DES MOINES,10/16/2009,128000,129.82,0.179,1961,986,3,2
DES MOINES,08/23/1991,61000,61.87,0.179,1961,986,3,2
DES MOINES,11/01/2013,75000,78.45,0.174,1963,956,3,1
DES MOINES,05/24/1996,66000,65.22,0.174,1960,1012,3,2
DES MOINES,04/14/2001,109900,108.6,0.174,1960,1012,3,2
DES MOINES,09/01/1992,59000,58.3,0.174,1960,1012,3,2
DES MOINES,08/25/2014,101500,100.3,0.174,1960,1012,3,2
DES MOINES,06/27/2011,121000,119.57,0.174,1960,1012,3,2
DES MOINES,05/19/1988,55000,59.72,0.18,1960,921,3,1
DES MOINES,09/10/1995,70000,76,0.18,1960,921,3,1
DES MOINES,04/17/2001,95900,104.13,0.18,1960,921,3,1
DES MOINES,05/29/1993,62500,67.86,0.18,1960,921,3,1
DES MOINES,02/15/1995,73400,73.11,0.233,1960,1004,3,2
DES MOINES,01/13/2004,117000,116.53,0.233,1960,1004,3,2
DES MOINES,05/23/2007,135000,134.46,0.233,1960,1004,3,2
DES MOINES,03/29/1990,62500,62.25,0.233,1960,1004,3,2
DES MOINES,06/30/2004,118400,104.41,0.318,1967,1134,4,2
DES MOINES,01/08/2001,95000,83.77,0.318,1967,1134,4,2
DES MOINES,08/17/2000,85000,74.96,0.318,1967,1134,4,2
DES MOINES,06/11/1991,59900,52.82,0.318,1967,1134,4,2
DES MOINES,06/22/2006,132000,116.4,0.318,1967,1134,4,2
DES MOINES,10/21/1992,63900,65.47,0.223,1968,976,3,1
DES MOINES,05/09/1990,58000,59.43,0.223,1968,976,3,1
DES MOINES,01/17/1994,65000,66.6,0.223,1968,976,3,1
,05/01/1987,525000,,,,,,0
,05/31/2000,194000,,3.064,,,,0
DES MOINES,06/19/2000,1312500,186.94,5.95,1927,7021,7,6
DES MOINES,03/08/2010,2030000,289.13,9.015,1927,7021,7,6
DES MOINES,05/01/1992,210000,64.3,3.277,1939,3266,3,4
DES MOINES,07/26/2005,199500,217.32,1.722,1952,918,2,2
DES MOINES,06/09/2009,135000,88.47,1.392,1959,1526,3,3
DES MOINES,02/03/2005,550000,147.22,1.513,1961,3736,5,4
DES MOINES,10/21/1987,179500,48.05,1.513,1961,3736,5,4
DES MOINES,10/24/2001,186900,74.76,0.367,1955,2500,3,3
DES MOINES,04/22/2011,216000,86.4,0.367,1955,2500,3,3
DES MOINES,06/23/2009,230000,143.48,0.829,1955,1603,2,1
DES MOINES,04/25/1988,68000,42.42,0.829,1955,1603,2,1
DES MOINES,08/27/1996,110000,68.62,0.829,1955,1603,2,1
DES MOINES,07/30/2003,179000,111.67,0.829,1955,1603,2,1
DES MOINES,03/25/2014,230000,143.48,0.829,1955,1603,2,1
DES MOINES,11/02/1993,123000,63.01,0.644,1972,1952,3,2
DES MOINES,01/13/1987,90000,46.11,0.644,1972,1952,3,2
DES MOINES,11/30/2004,310000,168.48,2.273,1956,1840,4,3
DES MOINES,09/12/2006,340000,184.78,2.273,1956,1840,4,3
DES MOINES,12/09/1991,97500,54.9,0.662,1956,1776,3,2
DES MOINES,07/28/1987,69000,48.46,0.662,1956,1424,3,2
DES MOINES,08/16/2003,152500,81.46,0.576,1955,1872,3,2
DES MOINES,04/12/2005,176500,122.23,0.709,1957,1444,3,2
DES MOINES,05/26/1998,189890,77.07,0.636,1965,2464,3,4
DES MOINES,11/03/1992,172000,69.81,0.636,1965,2464,3,4
DES MOINES,12/27/2012,247000,100.24,0.636,1965,2464,3,4
DES MOINES,12/13/2005,119000,95.74,0.374,1955,1243,3,1
DES MOINES,10/04/2012,275500,102.61,0.374,1955,2685,4,3
DES MOINES,11/27/2007,130000,38.5,1.276,1952,3377,4,3
DES MOINES,12/12/1991,145000,42.94,1.276,1952,3377,3,3
DES MOINES,08/01/2000,165000,48.86,1.276,1952,3377,4,3
DES MOINES,01/11/1995,162000,47.97,1.276,1952,3377,4,3
DES MOINES,11/28/2007,130000,36.13,1.276,1952,3598,4,3
DES MOINES,07/01/2002,165000,48.86,1.276,1952,3377,4,3
DES MOINES,08/01/2000,165000,48.86,1.276,1952,3377,4,3
DES MOINES,09/24/1997,169000,94.36,1.228,1952,1791,1,3
DES MOINES,05/13/1987,112000,62.53,1.228,1952,1791,1,3
DES MOINES,09/24/1999,185000,103.29,1.228,1952,1791,3,3
DES MOINES,05/15/1997,169000,94.36,1.228,1952,1791,1,3
DES MOINES,05/23/2008,254000,141.82,1.228,1952,1791,3,3
DES MOINES,12/12/2005,133500,110.7,0.387,1954,1206,2,2
DES MOINES,07/21/1988,110000,45.85,0.455,1960,2399,3,2
DES MOINES,08/12/1996,145000,60.44,0.455,1960,2399,3,2
DES MOINES,03/26/1990,136000,56.69,0.455,1960,2399,3,2
DES MOINES,01/23/1995,835000,106.87,4.995,1939,7813,5,5
DES MOINES,07/19/1990,145000,58.7,0.916,1966,2470,4,4
DES MOINES,10/16/1997,185900,75.26,0.916,1966,2470,4,3
DES MOINES,11/08/1991,150000,60.73,0.916,1966,2470,4,3
DES MOINES,06/13/2005,265000,107.29,0.916,1966,2470,4,3
DES MOINES,12/14/1990,137500,60.18,0.965,1967,2285,4,3
DES MOINES,10/28/2002,207500,90.81,0.965,1967,2285,4,3
DES MOINES,07/26/1988,130000,57.04,0.965,1967,2279,4,3
DES MOINES,05/17/2004,299900,139.88,1.258,1952,2144,3,3
DES MOINES,11/17/1997,136130,63.49,1.258,1952,2144,3,3
DES MOINES,07/08/1999,231000,82.53,1.092,1952,2799,4,2
DES MOINES,06/29/1990,100000,39.45,1.092,1952,2535,4,2
DES MOINES,12/11/1992,115000,45.36,1.092,1952,2535,4,2
DES MOINES,04/25/2001,249400,89.1,1.092,1952,2799,4,2
,07/14/1989,132000,49.85,,1954,2648,4,3
,12/31/1987,100000,,,,,,0
DES MOINES,05/21/1997,375000,168.69,1.8,1940,2223,4,3
DES MOINES,11/27/1995,200000,23.46,2.204,1925,8526,6,7
DES MOINES,11/27/1995,200000,256.41,2.204,1925,780,1,1
DES MOINES,06/11/2014,385000,164.39,0.627,1990,2342,3,4
DES MOINES,07/05/2006,377500,161.19,0.627,1990,2342,3,4
DES MOINES,05/01/1990,32500,,0.627,,,,0
DES MOINES,02/13/1991,163500,70.2,0.598,1990,2329,4,3
DES MOINES,07/31/1990,31000,,0.598,,,,0
DES MOINES,04/27/1993,218000,101.11,0.651,1993,2156,3,3
DES MOINES,08/07/1992,35000,,0.651,,,,0
DES MOINES,08/22/1997,38000,27.86,0.2,1903,1364,3,1
DES MOINES,01/21/1998,68000,49.85,0.2,1903,1364,3,1
DES MOINES,04/18/2006,98500,71.38,0.2,1903,1380,3,1
DES MOINES,12/01/1987,25000,18.33,0.2,1903,1364,3,1
DES MOINES,04/25/2013,46100,48.02,0.22,1919,960,3,1
DES MOINES,06/14/2001,72500,75.52,0.22,1919,960,3,1
